RGI_ID,Corr_TempBias_MB,Corr_PrcpFac_MB,Mean_MB_Mean,Mean_MB_Std
RGI60-13.44236,-0.14311324520405788,0.9969237904952882,-316.71655163718316,25.26305829254299
RGI60-13.44237,-0.09672594759531342,0.9964543480813944,-107.45476726071117,24.21370406745505
RGI60-13.44239,-0.26692793672389986,0.9973144606494309,-591.6356842036278,24.768113091979163
RGI60-13.44240,-0.10926328582445369,0.994078584861497,-1084.219229167129,18.299126551237368
RGI60-13.44241,-0.10860941540462359,0.9907291185952741,-589.1819144228958,15.903459954469634
RGI60-13.44252,0.05851591209062341,0.9876599577217624,-535.3818004011948,11.522750286610068
RGI60-13.44253,-0.22335029145600438,0.9807833416425616,-256.42063851437945,9.964298981451808
RGI60-13.44300,-0.22568257751943835,0.9758172091371099,-486.03942745273577,10.439024985297237
RGI60-13.44301,-0.18837377586346904,0.9806645137309162,-393.8794142834922,10.926064626543301
RGI60-13.44303,-0.2292400932908005,0.9789205663512082,-622.1056577057959,9.374873706291515
RGI60-13.44304,-0.11559375965817349,0.9864690355508323,-606.1607042783394,11.823679155142399
RGI60-13.44305,-0.25326902639455406,0.981857364438799,-554.8157350507994,9.405389954576453
RGI60-13.44306,-0.19216534362715207,0.9796519822944217,-656.362033522984,9.291663544743793
RGI60-13.44307,-0.2282058938801149,0.9777699741709434,-1040.8560978199391,9.9766748726173
RGI60-13.44308,-0.1234951799478832,0.9828000940675784,-1066.0214704646103,9.257994344123139
RGI60-13.44309,-0.1443174165408475,0.9730163209876906,-117.83298903221241,8.532897239135979
RGI60-13.44310,-0.19667401038555668,0.9696003643016797,-478.1871422166663,8.408897767299258
RGI60-13.44311,-0.10405958721859254,0.9830743684798384,-665.1534458959904,10.236247643638022
RGI60-13.44312,-0.334992867094297,0.9746651941266822,-1167.1628070070285,9.525492929587424
RGI60-13.44313,-0.06554825489284039,0.983192430486012,-317.317013681231,9.402741591430791
RGI60-13.44314,-0.182546366558571,0.9716231152341089,-804.9027125130541,7.696467039248996
RGI60-13.44315,-0.3100548080816704,0.9767874157218722,-566.9286858658015,9.306338021284422
RGI60-13.44316,-0.19061909207394948,0.9566683109059344,-373.3172084715314,7.990990397939246
RGI60-13.44317,-0.18004234171148742,0.9716787048541606,-1155.7643400426387,8.173170828399956
RGI60-13.44318,-0.31264550051103385,0.9548562294010682,-848.5538680240544,6.391065680734737
RGI60-13.44319,-0.338801292797517,0.964405164867762,-651.8390744265894,7.884518129770257
RGI60-13.44320,-0.38162019505294387,0.9744325797342858,-641.3592332282493,9.202971454415955
RGI60-13.44321,-0.39777186602348136,0.9780345779954402,-443.8839228153559,9.20422408365967
RGI60-13.44322,-0.23416725942128908,0.9821683244856947,-575.2301013614721,10.595034815676028
RGI60-13.44323,-0.28545450887672047,0.9679884696778939,-653.223248410397,8.741629880006501
RGI60-13.44324,-0.11655488912517245,0.9860460898440221,-556.8142516244776,10.771299694482494
RGI60-13.44325,-0.2113571987081702,0.9862327931195313,-455.2663588731907,11.18866524231831
RGI60-13.44326,-0.3660583659015704,0.9783719730021766,-377.3922579845307,9.615455482612319
RGI60-13.44327,-0.2630831319001573,0.9791299390821175,-653.817338890199,9.894653220131884
RGI60-13.44328,-0.05590110292345703,0.9811571901193796,-485.0773750691893,9.386933123350811
RGI60-13.44329,-0.103861330995586,0.9759494888114125,-636.2164152567938,8.76409286488499
RGI60-13.44330,-0.23964286296798898,0.9820870536167475,-439.4610937931253,10.308090216783535
RGI60-13.44331,-0.3419752396939111,0.9726128763498452,-645.3913780394058,9.57681798205834
RGI60-13.44332,-0.34968676386636166,0.9723740424100191,-866.932366879928,8.526929227294055
RGI60-13.44333,-0.08873345029477354,0.9705962848568247,-617.5752590976336,8.221063564703424
RGI60-13.44334,-0.13036127766003813,0.9840805800581137,-229.0518950125218,10.773375866061519
RGI60-13.44335,-0.0790967231643744,0.9759869363179092,-822.4530358966485,9.894747234781008
RGI60-13.44336,-0.16509001424049846,0.9873371163008241,-1131.9072202085786,12.056993337015161
RGI60-13.44337,-0.1628028092866473,0.9798302191888735,-638.0668959527824,9.513270065026843
RGI60-13.44338,-0.2126931561717989,0.9734292813270302,-977.0732816052462,8.847347005467865
RGI60-13.44339,-0.24198488571008264,0.9764229303302079,-436.43477494653604,9.27175131819055
RGI60-13.44340,-0.22164818411335274,0.971920009552472,-731.4856830853366,7.9950059738460935
RGI60-13.44341,-0.18307711352809286,0.9779291587851928,-1032.15759590284,8.544141498068544
RGI60-13.44342,-0.4234090700635311,0.9647777516811283,-499.55864261329384,8.129944246361076
RGI60-13.44343,-0.29311028998994676,0.9724191938455123,-793.821047081658,8.511965109099974
RGI60-13.44344,-0.2635276326125183,0.9748113188959644,-555.3540399592596,9.321908147935995
RGI60-13.44345,-0.040044096460890265,0.9848386787927065,-579.0326638036405,11.350160245607428
RGI60-13.44346,-0.06852037843050846,0.9797303293859972,-852.2651057113352,8.93885464695182
RGI60-13.44347,-0.10298771460762508,0.9781894942870015,-741.3355942451251,9.739658499895691
RGI60-13.44348,-0.12113467335164188,0.9822584479698575,-422.94266912872257,9.797853585351952
RGI60-13.44349,-0.17972568369055103,0.9753039630686758,-612.6050254433172,8.996667516208552
RGI60-13.44350,-0.4255830788613804,0.968753881384588,-739.0056197985984,8.52501499990555
RGI60-13.44351,-0.35536247830415085,0.9620435313848043,-1092.1933685373426,8.467001548915098
RGI60-13.44352,-0.12763397389929138,0.9761247409981124,-835.8552721337807,8.514278097437519
