RGI_ID,Calibration_Method,MB_Geodetic,Temp_Bias,Prcp_Fac,melt_f,reference_period,Calibration_Success,MB_Model
RGI60-13.37845,geodetic_temp_bias,-17.0,-4.844470816562907,5.601646632581307,11.142371674161136,2000-01-01_2020-01-01,True,
RGI60-13.37846,geodetic_temp_bias,100.2,-4.844470816562907,5.601646632581307,12.76429732029808,2000-01-01_2020-01-01,True,
RGI60-13.37847,geodetic_temp_bias,41.7,-4.844470816562907,7.192934212395256,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37848,geodetic_temp_bias,56.0,-4.844470816562907,7.446064781687585,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37849,geodetic_temp_bias,-195.0,-4.483285244031495,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37850,geodetic_temp_bias,-50.3,-2.5143660105721257,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37851,geodetic_temp_bias,-297.4,-4.844470816562907,5.601646632581307,5.798350051986198,2000-01-01_2020-01-01,True,
RGI60-13.37852,geodetic_temp_bias,-141.0,-4.844470816562907,5.601646632581307,7.250050389135703,2000-01-01_2020-01-01,True,
RGI60-13.37853,geodetic_temp_bias,19.8,-4.107672554789902,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37854,geodetic_temp_bias,-5.0,-4.844470816562907,8.11168339232179,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37855,geodetic_temp_bias,-20.9,-4.844470816562907,5.601646632581307,8.78605434777425,2000-01-01_2020-01-01,True,
RGI60-13.37856,geodetic_temp_bias,-86.6,-4.844470816562907,7.19802760768853,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37857,geodetic_temp_bias,143.6,-4.844470816562907,8.40246994887196,4.69636417992319,2000-01-01_2020-01-01,True,
RGI60-13.37858,geodetic_temp_bias,15.5,-4.844470816562907,5.913372802997407,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37859,geodetic_temp_bias,30.200000000000003,-4.844470816562907,8.40246994887196,4.066772643450478,2000-01-01_2020-01-01,True,
RGI60-13.37860,geodetic_temp_bias,141.9,-4.844470816562907,7.190892138279386,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37861,geodetic_temp_bias,280.3,-4.844470816562907,8.40246994887196,2.136721632274093,2000-01-01_2020-01-01,True,
RGI60-13.37862,geodetic_temp_bias,-17.1,-4.844470816562907,5.601646632581307,5.079167352633537,2000-01-01_2020-01-01,True,
RGI60-13.37863,geodetic_temp_bias,74.1,-4.844470816562907,5.9488927368130025,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37864,geodetic_temp_bias,60.3,-4.844470816562907,8.40246994887196,2.3238172150809984,2000-01-01_2020-01-01,True,
RGI60-13.37865,geodetic_temp_bias,-155.79999999999998,-4.844470816562907,6.798415999252566,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37866,geodetic_temp_bias,20.6,-4.844470816562907,8.40246994887196,4.195184715276568,2000-01-01_2020-01-01,True,
RGI60-13.37867,geodetic_temp_bias,140.6,-4.844470816562907,7.894024031030179,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37868,geodetic_temp_bias,54.1,-4.844470816562907,8.40246994887196,3.059317029098715,2000-01-01_2020-01-01,True,
RGI60-13.37869,geodetic_temp_bias,115.1,-4.844470816562907,8.062477317631032,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37870,geodetic_temp_bias,155.20000000000002,-4.844470816562907,8.40246994887196,3.161205962637902,2000-01-01_2020-01-01,True,
RGI60-13.37871,geodetic_temp_bias,143.6,-4.844470816562907,5.601646632581307,5.503629509451094,2000-01-01_2020-01-01,True,
RGI60-13.37872,geodetic_temp_bias,179.0,-4.844470816562907,8.40246994887196,2.924062821969737,2000-01-01_2020-01-01,True,
RGI60-13.37873,geodetic_temp_bias,194.89999999999998,-4.844470816562907,8.40246994887196,1.7983091832870084,2000-01-01_2020-01-01,True,
RGI60-13.37874,geodetic_temp_bias,128.5,-4.844470816562907,8.40246994887196,2.967625374554933,2000-01-01_2020-01-01,True,
RGI60-13.37875,geodetic_temp_bias,148.5,-4.844470816562907,8.40246994887196,2.391308314360326,2000-01-01_2020-01-01,True,
RGI60-13.37876,geodetic_temp_bias,103.9,-4.844470816562907,8.40246994887196,2.9101340664834487,2000-01-01_2020-01-01,True,
RGI60-13.37877,geodetic_temp_bias,77.5,-4.844470816562907,8.40246994887196,2.6108547258809045,2000-01-01_2020-01-01,True,
RGI60-13.37878,geodetic_temp_bias,166.0,-4.844470816562907,8.40246994887196,2.7688539959621883,2000-01-01_2020-01-01,True,
RGI60-13.37879,geodetic_temp_bias,72.2,-4.844470816562907,8.40246994887196,3.38583215122504,2000-01-01_2020-01-01,True,
RGI60-13.37880,geodetic_temp_bias,125.3,-4.844470816562907,8.40246994887196,2.129914616699871,2000-01-01_2020-01-01,True,
RGI60-13.37881,geodetic_temp_bias,60.5,-4.844470816562907,8.40246994887196,3.1516963396629163,2000-01-01_2020-01-01,True,
RGI60-13.37882,geodetic_temp_bias,-437.09999999999997,-4.844470816562907,6.719950841278747,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37883,geodetic_temp_bias,-47.300000000000004,-4.844470816562907,6.795723047573802,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37884,geodetic_temp_bias,-42.0,-4.844470816562907,8.40246994887196,4.248615979500141,2000-01-01_2020-01-01,True,
RGI60-13.37885,geodetic_temp_bias,-45.8,-4.844470816562907,8.40246994887196,3.68871293140371,2000-01-01_2020-01-01,True,
RGI60-13.37886,geodetic_temp_bias,68.5,-4.844470816562907,8.40246994887196,3.372180791416105,2000-01-01_2020-01-01,True,
RGI60-13.37887,geodetic_temp_bias,-29.2,-4.844470816562907,8.40246994887196,4.659427726806985,2000-01-01_2020-01-01,True,
RGI60-13.37888,geodetic_temp_bias,19.5,-4.844470816562907,8.40246994887196,4.580225514936746,2000-01-01_2020-01-01,True,
RGI60-13.37889,geodetic_temp_bias,-114.5,-4.844470816562907,6.851174487426581,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37890,geodetic_temp_bias,-32.099999999999994,-4.844470816562907,6.534640536263872,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37891,geodetic_temp_bias,-72.3,-4.844470816562907,8.40246994887196,3.954562971583469,2000-01-01_2020-01-01,True,
RGI60-13.37892,geodetic_temp_bias,-15.2,-4.844470816562907,8.40246994887196,4.272960867047379,2000-01-01_2020-01-01,True,
RGI60-13.37893,geodetic_temp_bias,-78.89999999999999,-4.844470816562907,5.601646632581307,7.770141347831997,2000-01-01_2020-01-01,True,
RGI60-13.37894,geodetic_temp_bias,46.6,-4.844470816562907,8.40246994887196,4.240806835831714,2000-01-01_2020-01-01,True,
RGI60-13.37895,geodetic_temp_bias,-94.8,-4.844470816562907,7.149352340647503,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37896,geodetic_temp_bias,112.5,-4.844470816562907,8.18032054119734,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37897,geodetic_temp_bias,96.60000000000001,-4.844470816562907,8.40246994887196,3.8481336103664296,2000-01-01_2020-01-01,True,
RGI60-13.37898,geodetic_temp_bias,19.599999999999998,-4.844470816562907,6.225943555548063,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37899,geodetic_temp_bias,121.1,-4.844470816562907,8.40246994887196,2.4824983297277163,2000-01-01_2020-01-01,True,
RGI60-13.37900,geodetic_temp_bias,88.9,-4.844470816562907,8.40246994887196,2.1533601847375223,2000-01-01_2020-01-01,True,
RGI60-13.37901,geodetic_temp_bias,184.5,-4.844470816562907,8.40246994887196,4.63369444380177,2000-01-01_2020-01-01,True,
RGI60-13.37902,geodetic_temp_bias,96.10000000000001,-4.844470816562907,8.40246994887196,3.263492640248544,2000-01-01_2020-01-01,True,
RGI60-13.37903,scalar,,,,,,True,
